1.359591960906982422e+00,1.400000000000000000e+01,1.250000000000000000e+02,1.850000000000000000e+02,4.180000000000000000e+02,1.000000000000000000e+02,2.720000000000000000e+02,-3.016915452473411960e+02,4.007606853443160730e+02,5.700000000000000000e+02,0.000000000000000000e+00,8.408226966857910156e-01,5.700000000000000000e+02
1.480822801589965820e+00,1.400000000000000000e+01,1.250000000000000000e+02,1.850000000000000000e+02,4.190000000000000000e+02,1.000000000000000000e+02,2.720000000000000000e+02,-3.016915452473411960e+02,4.007606853443160730e+02,5.700000000000000000e+02,0.000000000000000000e+00,8.275771141052246094e-01,5.700000000000000000e+02
1.480822801589965820e+00,7.000000000000000000e+01,8.400000000000000000e+01,1.010000000000000000e+02,1.250000000000000000e+02,8.600000000000000000e+01,1.050000000000000000e+02,-1.130396919387184425e+03,-1.523209548027584219e+02,1.899999999999999545e+03,0.000000000000000000e+00,2.651010453701019287e-01,1.900000000000000000e+03
1.566946983337402344e+00,1.400000000000000000e+01,1.240000000000000000e+02,1.840000000000000000e+02,4.180000000000000000e+02,9.900000000000000000e+01,2.710000000000000000e+02,-3.048989138674233459e+02,3.987856890586052714e+02,5.710000000000000000e+02,0.000000000000000000e+00,8.388041257858276367e-01,5.710000000000000000e+02
1.628609657287597656e+00,1.400000000000000000e+01,1.250000000000000000e+02,1.860000000000000000e+02,4.190000000000000000e+02,1.000000000000000000e+02,2.720000000000000000e+02,-3.043379623109143495e+02,4.042761299525995469e+02,5.750000000000000000e+02,0.000000000000000000e+00,8.454088568687438965e-01,5.750000000000000000e+02
1.690770149230957031e+00,1.500000000000000000e+01,1.250000000000000000e+02,1.850000000000000000e+02,4.190000000000000000e+02,1.000000000000000000e+02,2.720000000000000000e+02,-3.022208286600558154e+02,4.014637742659728019e+02,5.710000000000000000e+02,0.000000000000000000e+00,8.396852016448974609e-01,5.710000000000000000e+02
1.755519866943359375e+00,1.500000000000000000e+01,1.250000000000000000e+02,1.850000000000000000e+02,4.180000000000000000e+02,1.000000000000000000e+02,2.710000000000000000e+02,-3.032793954854850540e+02,4.001824865684427550e+02,5.730000000000000000e+02,0.000000000000000000e+00,8.544974923133850098e-01,5.730000000000000000e+02
1.819012880325317383e+00,1.500000000000000000e+01,1.240000000000000000e+02,1.850000000000000000e+02,4.180000000000000000e+02,1.000000000000000000e+02,2.710000000000000000e+02,-3.038086788981997302e+02,4.008808853233614968e+02,5.740000000000000000e+02,0.000000000000000000e+00,8.621661663055419922e-01,5.740000000000000000e+02
1.819012880325317383e+00,7.000000000000000000e+01,8.400000000000000000e+01,1.010000000000000000e+02,1.250000000000000000e+02,8.600000000000000000e+01,1.050000000000000000e+02,-1.143485725822193899e+03,-1.540846711215272080e+02,1.921999999999999545e+03,0.000000000000000000e+00,2.542475163936614990e-01,1.922000000000000000e+03
1.872315168380737305e+00,1.600000000000000000e+01,1.260000000000000000e+02,1.850000000000000000e+02,4.170000000000000000e+02,1.010000000000000000e+02,2.720000000000000000e+02,-3.011165231906182953e+02,4.035730410309428748e+02,5.740000000000000000e+02,0.000000000000000000e+00,8.636271357536315918e-01,5.740000000000000000e+02
1.923985242843627930e+00,1.600000000000000000e+01,1.240000000000000000e+02,1.840000000000000000e+02,4.180000000000000000e+02,1.000000000000000000e+02,2.710000000000000000e+02,-3.022208286600558154e+02,3.987856890586052714e+02,5.710000000000000000e+02,0.000000000000000000e+00,8.604390621185302734e-01,5.710000000000000000e+02
1.987065315246582031e+00,1.600000000000000000e+01,1.250000000000000000e+02,1.850000000000000000e+02,4.200000000000000000e+02,1.000000000000000000e+02,2.720000000000000000e+02,-3.022208286600558154e+02,4.014637742659728019e+02,5.710000000000000000e+02,0.000000000000000000e+00,8.321158885955810547e-01,5.710000000000000000e+02
