1.240424728393554688e+01,1.440000000000000000e+02,4.450000000000000000e+02,2.980000000000000000e+02,8.970000000000000000e+02,2.210000000000000000e+02,6.710000000000000000e+02,-2.001752880399030801e+02,4.173813504683008659e+02,4.170000000000000000e+02,0.000000000000000000e+00,3.243934512138366699e-01,4.170000000000000000e+02
1.251075315475463867e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.760000000000000000e+02,1.252000000000000000e+03,1.880000000000000000e+02,6.260000000000000000e+02,-1.566362600929903692e+02,2.516033979734150421e+02,2.810000000000000000e+02,0.000000000000000000e+00,5.407651066780090332e-01,2.810000000000000000e+02
1.251075315475463867e+01,2.090000000000000000e+02,4.430000000000000000e+02,3.590000000000000000e+02,8.750000000000000000e+02,2.840000000000000000e+02,6.590000000000000000e+02,-1.199590039092356477e+02,3.511712367809950592e+02,3.610000000000000000e+02,0.000000000000000000e+00,3.056352138519287109e-01,3.610000000000000000e+02
1.263356184959411621e+01,4.000000000000000000e+00,0.000000000000000000e+00,4.210000000000000000e+02,1.280000000000000000e+03,2.120000000000000000e+02,6.400000000000000000e+02,-1.257867454840255590e+02,2.329824481946120329e+02,2.510000000000000000e+02,0.000000000000000000e+00,3.752770125865936279e-01,2.510000000000000000e+02
1.320561647415161133e+01,6.000000000000000000e+00,6.780000000000000000e+02,7.060000000000000000e+02,1.269000000000000000e+03,3.560000000000000000e+02,9.730000000000000000e+02,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.327399194240570068e-01,0.000000000000000000e+00
1.375902748107910156e+01,1.200000000000000000e+01,1.300000000000000000e+01,7.070000000000000000e+02,1.228000000000000000e+03,3.600000000000000000e+02,6.200000000000000000e+02,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.083603978157043457e-01,0.000000000000000000e+00
1.502653837203979492e+01,2.200000000000000000e+01,3.200000000000000000e+01,7.140000000000000000e+02,1.272000000000000000e+03,3.680000000000000000e+02,6.520000000000000000e+02,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.737334311008453369e-01,0.000000000000000000e+00
1.521671652793884277e+01,2.170000000000000000e+02,2.800000000000000000e+01,7.170000000000000000e+02,1.280000000000000000e+03,4.670000000000000000e+02,6.540000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.667187750339508057e-01,0.000000000000000000e+00
1.560123586654663086e+01,3.000000000000000000e+01,0.000000000000000000e+00,7.100000000000000000e+02,1.276000000000000000e+03,3.700000000000000000e+02,6.380000000000000000e+02,-2.246650927813684362e+01,1.588466024345125049e+02,1.720000000000000000e+02,0.000000000000000000e+00,4.374980032444000244e-01,1.720000000000000000e+02
1.579627203941345215e+01,5.300000000000000000e+01,6.900000000000000000e+01,7.130000000000000000e+02,1.271000000000000000e+03,3.830000000000000000e+02,6.700000000000000000e+02,-1.942583230134779271e+01,1.937224686725831191e+02,1.940000000000000000e+02,0.000000000000000000e+00,4.086075127124786377e-01,1.940000000000000000e+02
